SettlementDate,SettlementPeriod,Demand
2018-12-04,32,45641
2018-12-04,33,46566
2018-12-04,34,46395
2018-12-04,35,46888
2018-12-04,36,46680
2018-12-04,37,46452
2018-12-04,38,46224
2018-12-04,39,45505
2018-12-04,40,44768
2018-12-04,41,43626
2018-12-04,42,41899
2018-12-04,43,40045
2018-12-04,44,37611
2018-12-04,45,35446
2018-12-04,46,33604
2018-12-04,47,31517
2018-12-04,48,30009
2018-12-05,1,29544
2018-12-05,2,29755
2018-12-05,3,29628
2018-12-05,4,29244
2018-12-05,5,29691
2018-12-05,6,29698
2018-12-05,7,29265
2018-12-05,8,28727
2018-12-05,9,28612
2018-12-05,10,28594
2018-12-05,11,29060
2018-12-05,12,29871
2018-12-05,13,32345
2018-12-05,14,35430
2018-12-05,15,39087
2018-12-05,16,41018
2018-12-05,17,41954
2018-12-05,18,42236
2018-12-05,19,43118
2018-12-05,20,43106
2018-12-05,21,42981
2018-12-05,22,43209
2018-12-05,23,43739
2018-12-05,24,43891
2018-12-05,25,44228
2018-12-05,26,44241
2018-12-05,27,44152
2018-12-05,28,43897
2018-12-05,29,43780
2018-12-05,30,43559
2018-12-05,31,44042
2018-12-05,32,45428
2018-12-05,33,46484
2018-12-05,34,46869
2018-12-05,35,47023
2018-12-05,36,46707
2018-12-05,37,46405
2018-12-05,38,46088
2018-12-05,39,45709
2018-12-05,40,44789
2018-12-05,41,43288
2018-12-05,42,41356
2018-12-05,43,39222
2018-12-05,44,36971
2018-12-05,45,35000
2018-12-05,46,33121
2018-12-05,47,30693
2018-12-05,48,29140
2018-12-06,1,28398
2018-12-06,2,28326
2018-12-06,3,28649
2018-12-06,4,28181
2018-12-06,5,27816
2018-12-06,6,27844
2018-12-06,7,27755
2018-12-06,8,27258
2018-12-06,9,26971
2018-12-06,10,27032
2018-12-06,11,27375
2018-12-06,12,28114
2018-12-06,13,30334
2018-12-06,14,33253
2018-12-06,15,36764
2018-12-06,16,38302
2018-12-06,17,39114
2018-12-06,18,38939
2018-12-06,19,39201
2018-12-06,20,39207
2018-12-06,21,39008
2018-12-06,22,38802
2018-12-06,23,38676
2018-12-06,24,38800
2018-12-06,25,38816
2018-12-06,26,38527
2018-12-06,27,38728
2018-12-06,28,38770
2018-12-06,29,38997
2018-12-06,30,39213
2018-12-06,31,39668
2018-12-06,32,41315
2018-12-06,33,43431
2018-12-06,34,44307
2018-12-06,35,44882
2018-12-06,36,44599
2018-12-06,37,43956
2018-12-06,38,43466
2018-12-06,39,42779
2018-12-06,40,41608
2018-12-06,41,40072
2018-12-06,42,38645
2018-12-06,43,36795
2018-12-06,44,34765
2018-12-06,45,32619
2018-12-06,46,30675
2018-12-06,47,28564
2018-12-06,48,26949
2018-12-07,1,26219
2018-12-07,2,26190
2018-12-07,3,26338
2018-12-07,4,26432
2018-12-07,5,25602
2018-12-07,6,25045
2018-12-07,7,24442
2018-12-07,8,23866
2018-12-07,9,23371
2018-12-07,10,23262
2018-12-07,11,23826
2018-12-07,12,24801
2018-12-07,13,27452
2018-12-07,14,29991
2018-12-07,15,34011
2018-12-07,16,35859
2018-12-07,17,36927
2018-12-07,18,37405
2018-12-07,19,38126
2018-12-07,20,38079
2018-12-07,21,37977
2018-12-07,22,37602
2018-12-07,23,37092
2018-12-07,24,36628
2018-12-07,25,36498
2018-12-07,26,36375
2018-12-07,27,35954
2018-12-07,28,35542
2018-12-07,29,35710
2018-12-07,30,36004
2018-12-07,31,36700
2018-12-07,32,38097
2018-12-07,33,40343
2018-12-07,34,42027
2018-12-07,35,42604
2018-12-07,36,42339
2018-12-07,37,41690
2018-12-07,38,40764
2018-12-07,39,39192
2018-12-07,40,37755
2018-12-07,41,36615
2018-12-07,42,35169
2018-12-07,43,33430
2018-12-07,44,31810
2018-12-07,45,30071
2018-12-07,46,28468
2018-12-07,47,26733
2018-12-07,48,25557
2018-12-08,1,24916
2018-12-08,2,25549
2018-12-08,3,25102
2018-12-08,4,24450
2018-12-08,5,24754
2018-12-08,6,24717
2018-12-08,7,24336
2018-12-08,8,23745
2018-12-08,9,22972
2018-12-08,10,22734
2018-12-08,11,23011
2018-12-08,12,23180
2018-12-08,13,24373
2018-12-08,14,25446
2018-12-08,15,26339
2018-12-08,16,27771
2018-12-08,17,29762
2018-12-08,18,31270
2018-12-08,19,32612
2018-12-08,20,32899
2018-12-08,21,32947
2018-12-08,22,32709
2018-12-08,23,32720
2018-12-08,24,33107
2018-12-08,25,33221
2018-12-08,26,33602
2018-12-08,27,33914
2018-12-08,28,33712
2018-12-08,29,33874
2018-12-08,30,34155
2018-12-08,31,34414
2018-12-08,32,35675
2018-12-08,33,37862
2018-12-08,34,39196
2018-12-08,35,40068
2018-12-08,36,39879
2018-12-08,37,39375
2018-12-08,38,38449
2018-12-08,39,37015
2018-12-08,40,35693
2018-12-08,41,34594
2018-12-08,42,33251
2018-12-08,43,31977
2018-12-08,44,30513
2018-12-08,45,29316
2018-12-08,46,28226
2018-12-08,47,26649
2018-12-08,48,25685
2018-12-09,1,25309
2018-12-09,2,25538
2018-12-09,3,25288
2018-12-09,4,24688
2018-12-09,5,24518
2018-12-09,6,24328
2018-12-09,7,24199
2018-12-09,8,23935
2018-12-09,9,23420
2018-12-09,10,23700
2018-12-09,11,24074
2018-12-09,12,24033
2018-12-09,13,24803
2018-12-09,14,25026
2018-12-09,15,25693
2018-12-09,16,26473
2018-12-09,17,28089
2018-12-09,18,29585
2018-12-09,19,30910
2018-12-09,20,31687
2018-12-09,21,32361
2018-12-09,22,32427
2018-12-09,23,32491
2018-12-09,24,32429
2018-12-09,25,32615
2018-12-09,26,32957
2018-12-09,27,33139
2018-12-09,28,33316
2018-12-09,29,33775
2018-12-09,30,34525
2018-12-09,31,35740
2018-12-09,32,37229
2018-12-09,33,39491
2018-12-09,34,41338
2018-12-09,35,42021
2018-12-09,36,41953
2018-12-09,37,41400
2018-12-09,38,40480
2018-12-09,39,40406
2018-12-09,40,39393
2018-12-09,41,38443
2018-12-09,42,37314
2018-12-09,43,35740
2018-12-09,44,33862
2018-12-09,45,32439
2018-12-09,46,31166
2018-12-09,47,29835
2018-12-09,48,28907
2018-12-10,1,28623
2018-12-10,2,28947
2018-12-10,3,29060
2018-12-10,4,28468
2018-12-10,5,28011
2018-12-10,6,27856
2018-12-10,7,27841
2018-12-10,8,27455
2018-12-10,9,27391
2018-12-10,10,27578
2018-12-10,11,28534
2018-12-10,12,29693
2018-12-10,13,32043
2018-12-10,14,35210
2018-12-10,15,39654
2018-12-10,16,41954
2018-12-10,17,42734
2018-12-10,18,42724
2018-12-10,19,42947
2018-12-10,20,42674
2018-12-10,21,42234
2018-12-10,22,41466
2018-12-10,23,41619
2018-12-10,24,41988
2018-12-10,25,42516
2018-12-10,26,42867
2018-12-10,27,42969
2018-12-10,28,42940
2018-12-10,29,43201
2018-12-10,30,43486
2018-12-10,31,44013
2018-12-10,32,45389
2018-12-10,33,46823
2018-12-10,34,46949
2018-12-10,35,47065
2018-12-10,36,46751
2018-12-10,37,46919
2018-12-10,38,46833
2018-12-10,39,46163
2018-12-10,40,45356
2018-12-10,41,44158
2018-12-10,42,42454
2018-12-10,43,40388
2018-12-10,44,37957
2018-12-10,45,35713
2018-12-10,46,33627
2018-12-10,47,31426
2018-12-10,48,30204
2018-12-11,1,29661
2018-12-11,2,29875
2018-12-11,3,30137
2018-12-11,4,29858
2018-12-11,5,29917
2018-12-11,6,29725
2018-12-11,7,29363
2018-12-11,8,28978
2018-12-11,9,28847
2018-12-11,10,29046
2018-12-11,11,29196
2018-12-11,12,30530
2018-12-11,13,32913
2018-12-11,14,36172
2018-12-11,15,40241
2018-12-11,16,42080
2018-12-11,17,42883
2018-12-11,18,42976
2018-12-11,19,43318
2018-12-11,20,43037
2018-12-11,21,42102
2018-12-11,22,41625
2018-12-11,23,41412
2018-12-11,24,41108
2018-12-11,25,41199
2018-12-11,26,41090
2018-12-11,27,41006
2018-12-11,28,41212
2018-12-11,29,41523
2018-12-11,30,41792
2018-12-11,31,42314
2018-12-11,32,43876
2018-12-11,33,45634
2018-12-11,34,46119
2018-12-11,35,46455
2018-12-11,36,46406
2018-12-11,37,46276
2018-12-11,38,46562
2018-12-11,39,46122
2018-12-11,40,44913
2018-12-11,41,43513
2018-12-11,42,41589
2018-12-11,43,39594
2018-12-11,44,37325
2018-12-11,45,35295
2018-12-11,46,33139
2018-12-11,47,30980
2018-12-11,48,30255
2018-12-12,1,29729
2018-12-12,2,30054
2018-12-12,3,29953
2018-12-12,4,29262
2018-12-12,5,28979
2018-12-12,6,28690
2018-12-12,7,28213
2018-12-12,8,27773
2018-12-12,9,27639
2018-12-12,10,27690
2018-12-12,11,27420
2018-12-12,12,28400
2018-12-12,13,32764
2018-12-12,14,36295
2018-12-12,15,39942
2018-12-12,16,42113
2018-12-12,17,42900
2018-12-12,18,42742
2018-12-12,19,42803
2018-12-12,20,42622
2018-12-12,21,42213
2018-12-12,22,41937
2018-12-12,23,41807
2018-12-12,24,41688
2018-12-12,25,41793
2018-12-12,26,41679
2018-12-12,27,41344
2018-12-12,28,41221
2018-12-12,29,41457
2018-12-12,30,41632
2018-12-12,31,41657
2018-12-12,32,42697
2018-12-12,33,44048
2018-12-12,34,44495
2018-12-12,35,44678
2018-12-12,36,44449
2018-12-12,37,44063
2018-12-12,38,43785
2018-12-12,39,43491
2018-12-12,40,42754
2018-12-12,41,41525
2018-12-12,42,39876
2018-12-12,43,37787
2018-12-12,44,35478
2018-12-12,45,33206
2018-12-12,46,31118
2018-12-12,47,29039
2018-12-12,48,27764
2018-12-13,1,27121
2018-12-13,2,27377
2018-12-13,3,27468
2018-12-13,4,27081
2018-12-13,5,27032
2018-12-13,6,26965
2018-12-13,7,26677
2018-12-13,8,26215
2018-12-13,9,25783
2018-12-13,10,25818
2018-12-13,11,25814
2018-12-13,12,27258
2018-12-13,13,30995
2018-12-13,14,34527
2018-12-13,15,39555
2018-12-13,16,41634
2018-12-13,17,42512
2018-12-13,18,42620
2018-12-13,19,42817
2018-12-13,20,42796
2018-12-13,21,42358
2018-12-13,22,42086
2018-12-13,23,41956
2018-12-13,24,41646
2018-12-13,25,41652
2018-12-13,26,41545
2018-12-13,27,40678
2018-12-13,28,40664
2018-12-13,29,40795
2018-12-13,30,41236
2018-12-13,31,42063
2018-12-13,32,43808
2018-12-13,33,45048
2018-12-13,34,45399
2018-12-13,35,45334
2018-12-13,36,45279
2018-12-13,37,45577
2018-12-13,38,45513
2018-12-13,39,45306
2018-12-13,40,44522
2018-12-13,41,43518
2018-12-13,42,42032
2018-12-13,43,40304
2018-12-13,44,38241
2018-12-13,45,35939
2018-12-13,46,33994
2018-12-13,47,31781
2018-12-13,48,30590
2018-12-14,1,30485
2018-12-14,2,31086
2018-12-14,3,31238
2018-12-14,4,30795
2018-12-14,5,30361
2018-12-14,6,30350
2018-12-14,7,30145
2018-12-14,8,29643
2018-12-14,9,29555
2018-12-14,10,29588
2018-12-14,11,29652
2018-12-14,12,30913
2018-12-14,13,34503
2018-12-14,14,38102
2018-12-14,15,41517
2018-12-14,16,43704
2018-12-14,17,44448
2018-12-14,18,44584
2018-12-14,19,45315
2018-12-14,20,45135
2018-12-14,21,44778
2018-12-14,22,44470
2018-12-14,23,44427
2018-12-14,24,44367
2018-12-14,25,44429
2018-12-14,26,44202
2018-12-14,27,44007
2018-12-14,28,43798
2018-12-14,29,43964
2018-12-14,30,44095
2018-12-14,31,44356
2018-12-14,32,45187
2018-12-14,33,45653
2018-12-14,34,45602
2018-12-14,35,45289
2018-12-14,36,45317
2018-12-14,37,45110
2018-12-14,38,45055
2018-12-14,39,45045
2018-12-14,40,43915
2018-12-14,41,42450
2018-12-14,42,40642
2018-12-14,43,39618
2018-12-14,44,37928
2018-12-14,45,35316
2018-12-14,46,33198
2018-12-14,47,30832
2018-12-14,48,29581
2018-12-15,1,29150
2018-12-15,2,29172
2018-12-15,3,28986
2018-12-15,4,28462
2018-12-15,5,28021
2018-12-15,6,27774
2018-12-15,7,27514
2018-12-15,8,27229
2018-12-15,9,26640
2018-12-15,10,26552
2018-12-15,11,26340
2018-12-15,12,26747
2018-12-15,13,27763
2018-12-15,14,28836
2018-12-15,15,30548
2018-12-15,16,32015
2018-12-15,17,33468
2018-12-15,18,35406
2018-12-15,19,36928
2018-12-15,20,37699
2018-12-15,21,38391
2018-12-15,22,38694
2018-12-15,23,38796
2018-12-15,24,39010
2018-12-15,25,39193
2018-12-15,26,39414
2018-12-15,27,39557
2018-12-15,28,39560
2018-12-15,29,39750
2018-12-15,30,39804
2018-12-15,31,40294
2018-12-15,32,41133
2018-12-15,33,42334
2018-12-15,34,42973
2018-12-15,35,43694
2018-12-15,36,43681
2018-12-15,37,42803
2018-12-15,38,41521
2018-12-15,39,39989
2018-12-15,40,38590
2018-12-15,41,37563
2018-12-15,42,36318
2018-12-15,43,35210
2018-12-15,44,33551
2018-12-15,45,31993
2018-12-15,46,30717
2018-12-15,47,29145
2018-12-15,48,28198
2018-12-16,1,27858
2018-12-16,2,28076
2018-12-16,3,27794
2018-12-16,4,27407
2018-12-16,5,27247
2018-12-16,6,27033
2018-12-16,7,26818
2018-12-16,8,26521
2018-12-16,9,26026
2018-12-16,10,25866
2018-12-16,11,25989
2018-12-16,12,25849
2018-12-16,13,26853
2018-12-16,14,27651
2018-12-16,15,28368
2018-12-16,16,29520
2018-12-16,17,31122
2018-12-16,18,32830
2018-12-16,19,34195
2018-12-16,20,35099
2018-12-16,21,35996
2018-12-16,22,36503
2018-12-16,23,37108
2018-12-16,24,37768
2018-12-16,25,38303
2018-12-16,26,38559
2018-12-16,27,38863
2018-12-16,28,38962
2018-12-16,29,39232
2018-12-16,30,39742
2018-12-16,31,40338
2018-12-16,32,41783
2018-12-16,33,43355
2018-12-16,34,44592
2018-12-16,35,44997
2018-12-16,36,44713
2018-12-16,37,44371
2018-12-16,38,43422
2018-12-16,39,42210
2018-12-16,40,40948
2018-12-16,41,39777
2018-12-16,42,38397
2018-12-16,43,36931
2018-12-16,44,35190
2018-12-16,45,33361
2018-12-16,46,31959
2018-12-16,47,30732
2018-12-16,48,29523
2018-12-17,1,29066
2018-12-17,2,29178
2018-12-17,3,29485
2018-12-17,4,29049
2018-12-17,5,29198
2018-12-17,6,28959
2018-12-17,7,28447
2018-12-17,8,28000
2018-12-17,9,27857
2018-12-17,10,28081
2018-12-17,11,28559
2018-12-17,12,29870
2018-12-17,13,32471
2018-12-17,14,35594
2018-12-17,15,39775
2018-12-17,16,42081
2018-12-17,17,43141
2018-12-17,18,43161
2018-12-17,19,43490
2018-12-17,20,43090
2018-12-17,21,41803
2018-12-17,22,41173
2018-12-17,23,41589
2018-12-17,24,41577
2018-12-17,25,41940
2018-12-17,26,42000
2018-12-17,27,41884
2018-12-17,28,42073
2018-12-17,29,42478
2018-12-17,30,42538
2018-12-17,31,43174
2018-12-17,32,44639
2018-12-17,33,45529
2018-12-17,34,45420
2018-12-17,35,45290
2018-12-17,36,45312
2018-12-17,37,45119
2018-12-17,38,44631
2018-12-17,39,43731
2018-12-17,40,42327
2018-12-17,41,40757
2018-12-17,42,39069
2018-12-17,43,37026
2018-12-17,44,34866
2018-12-17,45,32409
2018-12-17,46,30221
2018-12-17,47,28195
2018-12-17,48,27154
2018-12-18,1,26578
2018-12-18,2,26992
2018-12-18,3,27328
2018-12-18,4,26781
2018-12-18,5,26063
2018-12-18,6,25901
2018-12-18,7,25179
2018-12-18,8,24710
2018-12-18,9,24327
2018-12-18,10,24229
2018-12-18,11,24434
2018-12-18,12,25092
2018-12-18,13,28443
2018-12-18,14,31511
2018-12-18,15,35212
2018-12-18,16,37392
2018-12-18,17,38549
2018-12-18,18,38530
2018-12-18,19,39224
2018-12-18,20,39444
2018-12-18,21,39411
2018-12-18,22,39561
2018-12-18,23,39966
2018-12-18,24,40054
2018-12-18,25,40276
2018-12-18,26,40471
2018-12-18,27,40556
2018-12-18,28,40528
2018-12-18,29,40808
2018-12-18,30,40872
2018-12-18,31,41400
2018-12-18,32,42960
2018-12-18,33,44647
2018-12-18,34,45631
2018-12-18,35,46325
2018-12-18,36,46190
2018-12-18,37,45982
2018-12-18,38,45431
2018-12-18,39,44420
2018-12-18,40,43346
2018-12-18,41,42233
2018-12-18,42,40349
2018-12-18,43,38401
2018-12-18,44,36153
2018-12-18,45,34074
2018-12-18,46,32156
2018-12-18,47,30113
2018-12-18,48,28808
2018-12-19,1,28222
2018-12-19,2,28510
2018-12-19,3,28391
2018-12-19,4,27984
2018-12-19,5,27720
2018-12-19,6,27751
2018-12-19,7,27428
2018-12-19,8,27208
2018-12-19,9,27234
2018-12-19,10,27116
2018-12-19,11,27888
2018-12-19,12,28881
2018-12-19,13,31463
2018-12-19,14,34437
2018-12-19,15,37992
2018-12-19,16,40304
2018-12-19,17,40847
2018-12-19,18,40722
2018-12-19,19,41081
2018-12-19,20,40889
2018-12-19,21,40365
2018-12-19,22,40093
2018-12-19,23,39644
2018-12-19,24,39301
2018-12-19,25,39039
2018-12-19,26,38986
2018-12-19,27,39017
2018-12-19,28,39131
2018-12-19,29,39632
2018-12-19,30,39962
2018-12-19,31,40646
2018-12-19,32,41932
2018-12-19,33,43796
2018-12-19,34,44846
2018-12-19,35,45469
2018-12-19,36,45370
2018-12-19,37,44880
2018-12-19,38,44348
2018-12-19,39,43490
2018-12-19,40,42535
2018-12-19,41,41117
2018-12-19,42,39515
2018-12-19,43,37831
2018-12-19,44,35887
2018-12-19,45,33790
2018-12-19,46,31725
2018-12-19,47,29682
2018-12-19,48,28273
2018-12-20,1,27985
2018-12-20,2,28290
2018-12-20,3,28164
2018-12-20,4,27705
2018-12-20,5,27614
2018-12-20,6,27554
2018-12-20,7,26854
2018-12-20,8,26403
2018-12-20,9,26283
2018-12-20,10,26682
2018-12-20,11,27570
2018-12-20,12,28562
2018-12-20,13,30978
2018-12-20,14,33918
2018-12-20,15,37387
2018-12-20,16,39291
2018-12-20,17,40365
2018-12-20,18,40532
2018-12-20,19,40552
2018-12-20,20,40026
2018-12-20,21,39690
2018-12-20,22,38950
2018-12-20,23,38552
2018-12-20,24,38482
2018-12-20,25,38410
2018-12-20,26,38228
2018-12-20,27,38386
2018-12-20,28,38651
2018-12-20,29,39276
2018-12-20,30,39651
2018-12-20,31,40098
2018-12-20,32,41134
2018-12-20,33,42387
2018-12-20,34,43748
2018-12-20,35,44453
2018-12-20,36,44315
2018-12-20,37,43915
2018-12-20,38,43456
2018-12-20,39,42772
2018-12-20,40,41888
2018-12-20,41,41002
2018-12-20,42,39568
2018-12-20,43,37828
2018-12-20,44,35860
2018-12-20,45,33943
2018-12-20,46,32393
2018-12-20,47,30218
2018-12-20,48,29330
2018-12-21,1,28602
2018-12-21,2,28857
2018-12-21,3,28942
2018-12-21,4,28438
2018-12-21,5,28231
2018-12-21,6,27942
2018-12-21,7,27445
2018-12-21,8,27199
2018-12-21,9,27044
2018-12-21,10,27056
2018-12-21,11,27133
2018-12-21,12,27930
2018-12-21,13,29838
2018-12-21,14,32415
2018-12-21,15,35701
2018-12-21,16,37596
2018-12-21,17,38374
2018-12-21,18,38677
2018-12-21,19,39065
2018-12-21,20,38913
2018-12-21,21,38706
2018-12-21,22,38720
2018-12-21,23,38493
2018-12-21,24,38126
2018-12-21,25,38033
2018-12-21,26,37911
2018-12-21,27,37781
2018-12-21,28,37730
2018-12-21,29,37908
2018-12-21,30,38121
2018-12-21,31,38517
2018-12-21,32,39212
2018-12-21,33,40585
2018-12-21,34,41688
2018-12-21,35,42430
2018-12-21,36,42272
2018-12-21,37,41383
2018-12-21,38,40776
2018-12-21,39,40315
2018-12-21,40,39299
2018-12-21,41,37939
2018-12-21,42,36393
2018-12-21,43,34866
2018-12-21,44,33190
2018-12-21,45,31472
2018-12-21,46,29929
2018-12-21,47,28185
2018-12-21,48,26979
2018-12-22,1,26504
2018-12-22,2,26567
2018-12-22,3,25920
2018-12-22,4,25223
2018-12-22,5,24852
2018-12-22,6,24740
2018-12-22,7,24760
2018-12-22,8,24397
2018-12-22,9,23914
2018-12-22,10,23955
2018-12-22,11,24295
2018-12-22,12,24451
2018-12-22,13,25177
2018-12-22,14,25798
2018-12-22,15,27392
2018-12-22,16,28764
2018-12-22,17,30164
2018-12-22,18,31487
2018-12-22,19,32532
2018-12-22,20,32798
2018-12-22,21,32613
2018-12-22,22,32483
2018-12-22,23,32304
2018-12-22,24,32129
2018-12-22,25,32218
2018-12-22,26,32041
2018-12-22,27,32171
2018-12-22,28,32319
2018-12-22,29,32768
2018-12-22,30,33155
2018-12-22,31,34145
2018-12-22,32,35406
2018-12-22,33,37465
2018-12-22,34,38587
2018-12-22,35,39396
2018-12-22,36,39487
2018-12-22,37,39333
2018-12-22,38,38981
2018-12-22,39,38282
2018-12-22,40,37189
2018-12-22,41,36315
2018-12-22,42,35106
2018-12-22,43,33674
2018-12-22,44,32433
2018-12-22,45,31224
2018-12-22,46,30197
2018-12-22,47,28808
2018-12-22,48,27924
2018-12-23,1,27529
2018-12-23,2,27585
2018-12-23,3,27338
2018-12-23,4,26980
2018-12-23,5,26514
2018-12-23,6,26160
2018-12-23,7,26057
2018-12-23,8,25836
2018-12-23,9,25627
2018-12-23,10,25502
2018-12-23,11,25719
2018-12-23,12,25601
2018-12-23,13,25889
2018-12-23,14,26466
2018-12-23,15,26985
2018-12-23,16,27738
2018-12-23,17,29334
2018-12-23,18,30955
2018-12-23,19,32694
2018-12-23,20,33966
2018-12-23,21,34913
2018-12-23,22,35615
2018-12-23,23,36139
2018-12-23,24,36592
2018-12-23,25,36939
2018-12-23,26,36926
2018-12-23,27,36953
2018-12-23,28,36952
2018-12-23,29,37031
2018-12-23,30,36951
2018-12-23,31,37482
2018-12-23,32,38360
2018-12-23,33,39508
2018-12-23,34,40418
2018-12-23,35,40970
2018-12-23,36,41047
2018-12-23,37,40728
2018-12-23,38,39981
2018-12-23,39,39319
2018-12-23,40,38311
2018-12-23,41,37515
2018-12-23,42,36148
2018-12-23,43,34922
2018-12-23,44,33441
2018-12-23,45,32119
2018-12-23,46,30763
2018-12-23,47,29206
2018-12-23,48,28107
2018-12-24,1,27732
2018-12-24,2,27817
2018-12-24,3,27691
2018-12-24,4,26800
2018-12-24,5,26937
2018-12-24,6,27091
2018-12-24,7,26941
2018-12-24,8,26761
2018-12-24,9,26448
2018-12-24,10,26424
2018-12-24,11,26665
2018-12-24,12,27163
2018-12-24,13,27918
2018-12-24,14,29127
2018-12-24,15,31218
2018-12-24,16,32762
2018-12-24,17,34289
2018-12-24,18,35858
2018-12-24,19,37064
2018-12-24,20,37546
2018-12-24,21,37790
2018-12-24,22,37612
2018-12-24,23,37523
2018-12-24,24,37255
2018-12-24,25,37161
2018-12-24,26,36828
2018-12-24,27,36631
2018-12-24,28,36441
2018-12-24,29,36513
2018-12-24,30,36821
2018-12-24,31,37330
2018-12-24,32,38255
2018-12-24,33,40017
2018-12-24,34,41212
2018-12-24,35,41694
2018-12-24,36,41449
2018-12-24,37,40729
2018-12-24,38,39947
2018-12-24,39,38985
2018-12-24,40,37871
2018-12-24,41,36823
2018-12-24,42,35551
2018-12-24,43,34271
2018-12-24,44,32929
2018-12-24,45,31509
2018-12-24,46,30315
2018-12-24,47,28676
2018-12-24,48,27335
2018-12-25,1,26737
2018-12-25,2,26549
2018-12-25,3,26545
2018-12-25,4,26137
2018-12-25,5,25913
2018-12-25,6,25795
2018-12-25,7,25451
2018-12-25,8,25062
2018-12-25,9,24693
2018-12-25,10,24514
2018-12-25,11,24527
2018-12-25,12,24844
2018-12-25,13,25743
2018-12-25,14,26846
2018-12-25,15,27714
2018-12-25,16,28304
2018-12-25,17,29751
2018-12-25,18,31613
2018-12-25,19,33187
2018-12-25,20,34169
2018-12-25,21,34787
2018-12-25,22,35216
2018-12-25,23,35677
2018-12-25,24,36133
2018-12-25,25,36737
2018-12-25,26,37310
2018-12-25,27,37406
2018-12-25,28,36699
2018-12-25,29,36252
2018-12-25,30,35307
2018-12-25,31,34236
2018-12-25,32,33623
2018-12-25,33,33286
2018-12-25,34,32820
2018-12-25,35,32429
2018-12-25,36,31759
2018-12-25,37,31104
2018-12-25,38,30731
2018-12-25,39,30280
2018-12-25,40,30013
2018-12-25,41,29688
2018-12-25,42,29186
2018-12-25,43,28625
2018-12-25,44,27706
2018-12-25,45,26910
2018-12-25,46,26382
2018-12-25,47,25346
2018-12-25,48,24554
2018-12-26,1,24452
2018-12-26,2,24808
2018-12-26,3,25001
2018-12-26,4,24513
2018-12-26,5,23908
2018-12-26,6,23582
2018-12-26,7,23181
2018-12-26,8,22831
2018-12-26,9,22550
2018-12-26,10,22550
2018-12-26,11,22370
2018-12-26,12,22476
2018-12-26,13,23091
2018-12-26,14,23527
2018-12-26,15,24136
2018-12-26,16,24803
2018-12-26,17,25895
2018-12-26,18,27296
2018-12-26,19,28864
2018-12-26,20,30131
2018-12-26,21,31040
2018-12-26,22,31400
2018-12-26,23,31801
2018-12-26,24,32194
2018-12-26,25,32629
2018-12-26,26,32843
2018-12-26,27,32926
2018-12-26,28,32740
2018-12-26,29,32697
2018-12-26,30,32717
2018-12-26,31,33101
2018-12-26,32,33771
2018-12-26,33,34932
2018-12-26,34,35859
2018-12-26,35,36170
2018-12-26,36,36058
2018-12-26,37,35586
2018-12-26,38,35047
2018-12-26,39,34566
2018-12-26,40,34054
2018-12-26,41,33319
2018-12-26,42,32500
2018-12-26,43,31381
2018-12-26,44,30164
2018-12-26,45,29216
2018-12-26,46,28323
2018-12-26,47,26964
2018-12-26,48,26033
2018-12-27,1,26121
2018-12-27,2,26492
2018-12-27,3,26384
2018-12-27,4,25928
2018-12-27,5,25863
2018-12-27,6,25564
2018-12-27,7,25437
2018-12-27,8,25222
2018-12-27,9,25081
2018-12-27,10,25099
2018-12-27,11,24823
2018-12-27,12,24839
2018-12-27,13,25844
2018-12-27,14,27284
2018-12-27,15,29218
2018-12-27,16,30441
2018-12-27,17,32451
2018-12-27,18,34021
2018-12-27,19,35203
2018-12-27,20,35959
2018-12-27,21,36411
2018-12-27,22,36568
2018-12-27,23,36782
2018-12-27,24,36814
2018-12-27,25,36909
2018-12-27,26,36841
2018-12-27,27,36756
2018-12-27,28,36657
2018-12-27,29,36823
2018-12-27,30,37065
2018-12-27,31,37665
2018-12-27,32,38688
2018-12-27,33,40194
2018-12-27,34,41604
2018-12-27,35,42256
2018-12-27,36,42199
2018-12-27,37,41815
2018-12-27,38,40942
2018-12-27,39,40209
2018-12-27,40,39399
2018-12-27,41,38483
2018-12-27,42,36923
2018-12-27,43,35204
2018-12-27,44,33555
2018-12-27,45,32112
2018-12-27,46,30588
2018-12-27,47,28733
2018-12-27,48,27556
2018-12-28,1,26930
2018-12-28,2,27087
2018-12-28,3,26783
2018-12-28,4,26068
2018-12-28,5,26350
2018-12-28,6,26467
2018-12-28,7,25840
2018-12-28,8,25429
2018-12-28,9,25047
2018-12-28,10,24977
2018-12-28,11,25287
2018-12-28,12,25752
2018-12-28,13,26412
2018-12-28,14,27275
2018-12-28,15,29166
2018-12-28,16,30271
2018-12-28,17,31459
2018-12-28,18,32999
2018-12-28,19,34850
2018-12-28,20,35862
2018-12-28,21,36183
2018-12-28,22,36520
2018-12-28,23,36542
2018-12-28,24,36549
2018-12-28,25,36616
2018-12-28,26,36672
2018-12-28,27,36636
2018-12-28,28,36494
2018-12-28,29,36586
2018-12-28,30,37028
2018-12-28,31,37636
2018-12-28,32,38512
2018-12-28,33,39585
2018-12-28,34,40961
2018-12-28,35,41585
2018-12-28,36,41471
2018-12-28,37,41064
2018-12-28,38,40450
2018-12-28,39,39461
2018-12-28,40,38159
2018-12-28,41,36922
2018-12-28,42,35164
2018-12-28,43,33591
2018-12-28,44,32082
